country,iso3,dev_level,region,year,asset,return_pct,shock_event
Italy,ITA,developed,Europe,2000,bonds,8.59,
Italy,ITA,developed,Europe,2001,bonds,-0.47,Dot-com bust / 9-11
Italy,ITA,developed,Europe,2002,bonds,6.54,Corporate scandals
Italy,ITA,developed,Europe,2003,bonds,0.05,
Italy,ITA,developed,Europe,2004,bonds,7.29,
Italy,ITA,developed,Europe,2005,bonds,1.32,
Italy,ITA,developed,Europe,2006,bonds,6.86,
Italy,ITA,developed,Europe,2007,bonds,1.89,
Italy,ITA,developed,Europe,2008,bonds,5.5,Global Financial Crisis
Italy,ITA,developed,Europe,2009,bonds,6.92,GFC trough
Italy,ITA,developed,Europe,2010,bonds,2.48,
Italy,ITA,developed,Europe,2011,bonds,-2.29,Euro debt crisis
Italy,ITA,developed,Europe,2012,bonds,7.37,
Italy,ITA,developed,Europe,2013,bonds,4.91,
Italy,ITA,developed,Europe,2014,bonds,3.04,
Italy,ITA,developed,Europe,2015,bonds,-3.59,China slowdown
Italy,ITA,developed,Europe,2016,bonds,-0.51,
Italy,ITA,developed,Europe,2017,bonds,2.11,
Italy,ITA,developed,Europe,2018,bonds,1.11,
Italy,ITA,developed,Europe,2019,bonds,0.98,
Italy,ITA,developed,Europe,2020,bonds,5.0,COVID-19
Italy,ITA,developed,Europe,2021,bonds,7.19,COVID recovery / stimulus
Italy,ITA,developed,Europe,2022,bonds,2.04,Inflation / rate hike cycle
Italy,ITA,developed,Europe,2023,bonds,-0.47,Rates plateau
Italy,ITA,developed,Europe,2024,bonds,2.63,
Spain,ESP,developed,Europe,1985,bonds,-3.15,
Spain,ESP,developed,Europe,1986,bonds,7.56,
Spain,ESP,developed,Europe,1987,bonds,8.1,Black Monday
Spain,ESP,developed,Europe,1988,bonds,6.26,
Spain,ESP,developed,Europe,1989,bonds,-4.59,
Spain,ESP,developed,Europe,1990,bonds,-6.61,Gulf War / S&L crisis
Spain,ESP,developed,Europe,1991,bonds,9.04,Recession
Spain,ESP,developed,Europe,1992,bonds,7.14,
Spain,ESP,developed,Europe,1993,bonds,10.18,
Spain,ESP,developed,Europe,1994,bonds,-12.13,
Spain,ESP,developed,Europe,1995,bonds,4.66,
Spain,ESP,developed,Europe,1996,bonds,-0.57,
Spain,ESP,developed,Europe,1997,bonds,8.01,Asian Financial Crisis
Spain,ESP,developed,Europe,1998,bonds,5.98,LTCM / Russia default
Spain,ESP,developed,Europe,1999,bonds,12.2,
Spain,ESP,developed,Europe,2000,bonds,7.35,
Spain,ESP,developed,Europe,2001,bonds,7.25,Dot-com bust / 9-11
Spain,ESP,developed,Europe,2002,bonds,6.1,Corporate scandals
Spain,ESP,developed,Europe,2003,bonds,0.54,
Spain,ESP,developed,Europe,2004,bonds,5.66,
Spain,ESP,developed,Europe,2005,bonds,1.75,
Spain,ESP,developed,Europe,2006,bonds,8.26,
Spain,ESP,developed,Europe,2007,bonds,0.23,
Spain,ESP,developed,Europe,2008,bonds,1.29,Global Financial Crisis
Spain,ESP,developed,Europe,2009,bonds,13.6,GFC trough
Spain,ESP,developed,Europe,2010,bonds,-0.75,
Spain,ESP,developed,Europe,2011,bonds,3.41,Euro debt crisis
Spain,ESP,developed,Europe,2012,bonds,-3.09,
Spain,ESP,developed,Europe,2013,bonds,10.82,
Spain,ESP,developed,Europe,2014,bonds,-2.18,
Spain,ESP,developed,Europe,2015,bonds,4.32,China slowdown
Spain,ESP,developed,Europe,2016,bonds,2.25,
Spain,ESP,developed,Europe,2017,bonds,-14.5,
Spain,ESP,developed,Europe,2018,bonds,3.23,
Spain,ESP,developed,Europe,2019,bonds,5.97,
Spain,ESP,developed,Europe,2020,bonds,2.46,COVID-19
Spain,ESP,developed,Europe,2021,bonds,0.29,COVID recovery / stimulus
Spain,ESP,developed,Europe,2022,bonds,3.91,Inflation / rate hike cycle
Spain,ESP,developed,Europe,2023,bonds,6.5,Rates plateau
Spain,ESP,developed,Europe,2024,bonds,6.6,
Netherlands,NLD,developed,Europe,1985,bonds,4.53,
Netherlands,NLD,developed,Europe,1986,bonds,-1.5,
Netherlands,NLD,developed,Europe,1987,bonds,5.17,Black Monday
Netherlands,NLD,developed,Europe,1988,bonds,-6.33,
Netherlands,NLD,developed,Europe,1989,bonds,9.59,
Netherlands,NLD,developed,Europe,1990,bonds,3.55,Gulf War / S&L crisis
Netherlands,NLD,developed,Europe,1991,bonds,0.73,Recession
Netherlands,NLD,developed,Europe,1992,bonds,-2.97,
Netherlands,NLD,developed,Europe,1993,bonds,4.36,
Netherlands,NLD,developed,Europe,1994,bonds,3.39,
Netherlands,NLD,developed,Europe,1995,bonds,4.66,
Netherlands,NLD,developed,Europe,1996,bonds,9.76,
Netherlands,NLD,developed,Europe,1997,bonds,-0.11,Asian Financial Crisis
Netherlands,NLD,developed,Europe,1998,bonds,0.6,LTCM / Russia default
Netherlands,NLD,developed,Europe,1999,bonds,0.99,
Netherlands,NLD,developed,Europe,2000,bonds,-12.22,
Netherlands,NLD,developed,Europe,2001,bonds,3.44,Dot-com bust / 9-11
Netherlands,NLD,developed,Europe,2002,bonds,4.62,Corporate scandals
Netherlands,NLD,developed,Europe,2003,bonds,7.68,
Netherlands,NLD,developed,Europe,2004,bonds,6.59,
Netherlands,NLD,developed,Europe,2005,bonds,-4.43,
Netherlands,NLD,developed,Europe,2006,bonds,2.1,
Netherlands,NLD,developed,Europe,2007,bonds,4.04,
Netherlands,NLD,developed,Europe,2008,bonds,0.7,Global Financial Crisis
Netherlands,NLD,developed,Europe,2009,bonds,5.32,GFC trough
Netherlands,NLD,developed,Europe,2010,bonds,4.49,
Netherlands,NLD,developed,Europe,2011,bonds,-5.43,Euro debt crisis
Netherlands,NLD,developed,Europe,2012,bonds,0.93,
Netherlands,NLD,developed,Europe,2013,bonds,3.06,
Netherlands,NLD,developed,Europe,2014,bonds,-2.06,
Netherlands,NLD,developed,Europe,2015,bonds,4.36,China slowdown
Netherlands,NLD,developed,Europe,2016,bonds,2.95,
Netherlands,NLD,developed,Europe,2017,bonds,8.56,
Netherlands,NLD,developed,Europe,2018,bonds,-0.47,
Netherlands,NLD,developed,Europe,2019,bonds,-4.02,
Netherlands,NLD,developed,Europe,2020,bonds,15.38,COVID-19
Netherlands,NLD,developed,Europe,2021,bonds,4.38,COVID recovery / stimulus
Netherlands,NLD,developed,Europe,2022,bonds,5.69,Inflation / rate hike cycle
Netherlands,NLD,developed,Europe,2023,bonds,5.44,Rates plateau
Netherlands,NLD,developed,Europe,2024,bonds,6.42,
Sweden,SWE,developed,Europe,1985,bonds,1.1,
Sweden,SWE,developed,Europe,1986,bonds,-7.92,
Sweden,SWE,developed,Europe,1987,bonds,4.51,Black Monday
Sweden,SWE,developed,Europe,1988,bonds,5.49,
Sweden,SWE,developed,Europe,1989,bonds,-7.02,
Sweden,SWE,developed,Europe,1990,bonds,-1.75,Gulf War / S&L crisis
Sweden,SWE,developed,Europe,1991,bonds,4.87,Recession
Sweden,SWE,developed,Europe,1992,bonds,1.26,
Sweden,SWE,developed,Europe,1993,bonds,3.55,
Sweden,SWE,developed,Europe,1994,bonds,-1.51,
Sweden,SWE,developed,Europe,1995,bonds,0.75,
Sweden,SWE,developed,Europe,1996,bonds,-1.43,
Sweden,SWE,developed,Europe,1997,bonds,-8.44,Asian Financial Crisis
Sweden,SWE,developed,Europe,1998,bonds,0.03,LTCM / Russia default
Sweden,SWE,developed,Europe,1999,bonds,-1.52,
Sweden,SWE,developed,Europe,2000,bonds,3.93,
Sweden,SWE,developed,Europe,2001,bonds,6.14,Dot-com bust / 9-11
Sweden,SWE,developed,Europe,2002,bonds,-0.95,Corporate scandals
Sweden,SWE,developed,Europe,2003,bonds,3.53,
Sweden,SWE,developed,Europe,2004,bonds,-4.0,
Sweden,SWE,developed,Europe,2005,bonds,7.5,
Sweden,SWE,developed,Europe,2006,bonds,6.04,
Sweden,SWE,developed,Europe,2007,bonds,7.5,
Sweden,SWE,developed,Europe,2008,bonds,-2.53,Global Financial Crisis
Sweden,SWE,developed,Europe,2009,bonds,14.07,GFC trough
Sweden,SWE,developed,Europe,2010,bonds,7.87,
Sweden,SWE,developed,Europe,2011,bonds,8.29,Euro debt crisis
Sweden,SWE,developed,Europe,2012,bonds,14.22,
Sweden,SWE,developed,Europe,2013,bonds,3.05,
Sweden,SWE,developed,Europe,2014,bonds,-3.34,
Sweden,SWE,developed,Europe,2015,bonds,-4.89,China slowdown
Sweden,SWE,developed,Europe,2016,bonds,-1.48,
Sweden,SWE,developed,Europe,2017,bonds,-0.89,
Sweden,SWE,developed,Europe,2018,bonds,4.11,
Sweden,SWE,developed,Europe,2019,bonds,-5.6,
Sweden,SWE,developed,Europe,2020,bonds,8.5,COVID-19
Sweden,SWE,developed,Europe,2021,bonds,7.17,COVID recovery / stimulus
Sweden,SWE,developed,Europe,2022,bonds,0.71,Inflation / rate hike cycle
Sweden,SWE,developed,Europe,2023,bonds,1.26,Rates plateau
Sweden,SWE,developed,Europe,2024,bonds,3.21,
Switzerland,CHE,developed,Europe,1985,bonds,5.55,
Switzerland,CHE,developed,Europe,1986,bonds,2.54,
Switzerland,CHE,developed,Europe,1987,bonds,9.93,Black Monday
Switzerland,CHE,developed,Europe,1988,bonds,4.41,
Switzerland,CHE,developed,Europe,1989,bonds,11.06,
Switzerland,CHE,developed,Europe,1990,bonds,11.05,Gulf War / S&L crisis
Switzerland,CHE,developed,Europe,1991,bonds,4.55,Recession
Switzerland,CHE,developed,Europe,1992,bonds,10.46,
Switzerland,CHE,developed,Europe,1993,bonds,-3.25,
Switzerland,CHE,developed,Europe,1994,bonds,8.8,
Switzerland,CHE,developed,Europe,1995,bonds,4.65,
Switzerland,CHE,developed,Europe,1996,bonds,3.63,
Switzerland,CHE,developed,Europe,1997,bonds,6.83,Asian Financial Crisis
Switzerland,CHE,developed,Europe,1998,bonds,1.9,LTCM / Russia default
Switzerland,CHE,developed,Europe,1999,bonds,10.82,
Switzerland,CHE,developed,Europe,2000,bonds,14.26,
Switzerland,CHE,developed,Europe,2001,bonds,2.84,Dot-com bust / 9-11
Switzerland,CHE,developed,Europe,2002,bonds,8.37,Corporate scandals
Switzerland,CHE,developed,Europe,2003,bonds,0.97,
Switzerland,CHE,developed,Europe,2004,bonds,-0.33,
Switzerland,CHE,developed,Europe,2005,bonds,3.98,
Switzerland,CHE,developed,Europe,2006,bonds,4.36,
Switzerland,CHE,developed,Europe,2007,bonds,-0.59,
Switzerland,CHE,developed,Europe,2008,bonds,3.74,Global Financial Crisis
Switzerland,CHE,developed,Europe,2009,bonds,13.77,GFC trough
Switzerland,CHE,developed,Europe,2010,bonds,9.33,
Switzerland,CHE,developed,Europe,2011,bonds,9.89,Euro debt crisis
Switzerland,CHE,developed,Europe,2012,bonds,-0.12,
Switzerland,CHE,developed,Europe,2013,bonds,7.73,
Switzerland,CHE,developed,Europe,2014,bonds,-0.55,
Switzerland,CHE,developed,Europe,2015,bonds,2.69,China slowdown
Switzerland,CHE,developed,Europe,2016,bonds,4.81,
Switzerland,CHE,developed,Europe,2017,bonds,6.03,
Switzerland,CHE,developed,Europe,2018,bonds,6.12,
Switzerland,CHE,developed,Europe,2019,bonds,3.39,
Switzerland,CHE,developed,Europe,2020,bonds,19.42,COVID-19
Switzerland,CHE,developed,Europe,2021,bonds,2.15,COVID recovery / stimulus
Switzerland,CHE,developed,Europe,2022,bonds,0.89,Inflation / rate hike cycle
Switzerland,CHE,developed,Europe,2023,bonds,-4.2,Rates plateau
Switzerland,CHE,developed,Europe,2024,bonds,5.71,
Japan,JPN,developed,Asia,1985,bonds,0.9,
Japan,JPN,developed,Asia,1986,bonds,-1.55,
Japan,JPN,developed,Asia,1987,bonds,-5.93,Black Monday
Japan,JPN,developed,Asia,1988,bonds,2.97,
Japan,JPN,developed,Asia,1989,bonds,16.35,
Japan,JPN,developed,Asia,1990,bonds,12.48,Gulf War / S&L crisis
Japan,JPN,developed,Asia,1991,bonds,7.45,Recession
Japan,JPN,developed,Asia,1992,bonds,5.04,
Japan,JPN,developed,Asia,1993,bonds,4.19,
Japan,JPN,developed,Asia,1994,bonds,8.07,
Japan,JPN,developed,Asia,1995,bonds,-3.87,
Japan,JPN,developed,Asia,1996,bonds,1.04,
Japan,JPN,developed,Asia,1997,bonds,-2.44,Asian Financial Crisis
Japan,JPN,developed,Asia,1998,bonds,10.93,LTCM / Russia default
Japan,JPN,developed,Asia,1999,bonds,3.96,
Japan,JPN,developed,Asia,2000,bonds,-0.51,
Japan,JPN,developed,Asia,2001,bonds,8.5,Dot-com bust / 9-11
Japan,JPN,developed,Asia,2002,bonds,5.2,Corporate scandals
Japan,JPN,developed,Asia,2003,bonds,5.45,
Japan,JPN,developed,Asia,2004,bonds,17.76,
Japan,JPN,developed,Asia,2005,bonds,6.82,
Japan,JPN,developed,Asia,2006,bonds,5.68,
Japan,JPN,developed,Asia,2007,bonds,-0.67,
Japan,JPN,developed,Asia,2008,bonds,11.31,Global Financial Crisis
Japan,JPN,developed,Asia,2009,bonds,7.43,GFC trough
Japan,JPN,developed,Asia,2010,bonds,6.77,
Japan,JPN,developed,Asia,2011,bonds,2.64,Euro debt crisis
Japan,JPN,developed,Asia,2012,bonds,10.7,
Japan,JPN,developed,Asia,2013,bonds,5.48,
Japan,JPN,developed,Asia,2014,bonds,-5.42,
Japan,JPN,developed,Asia,2015,bonds,1.95,China slowdown
Japan,JPN,developed,Asia,2016,bonds,4.83,
Japan,JPN,developed,Asia,2017,bonds,10.86,
Japan,JPN,developed,Asia,2018,bonds,0.97,
Japan,JPN,developed,Asia,2019,bonds,6.32,
Japan,JPN,developed,Asia,2020,bonds,3.54,COVID-19
Japan,JPN,developed,Asia,2021,bonds,-0.1,COVID recovery / stimulus
Japan,JPN,developed,Asia,2022,bonds,4.63,Inflation / rate hike cycle
Japan,JPN,developed,Asia,2023,bonds,3.23,Rates plateau
Japan,JPN,developed,Asia,2024,bonds,-8.18,
Australia,AUS,developed,AsiaPacific,1985,bonds,2.17,
Australia,AUS,developed,AsiaPacific,1986,bonds,3.1,
Australia,AUS,developed,AsiaPacific,1987,bonds,14.19,Black Monday
Australia,AUS,developed,AsiaPacific,1988,bonds,4.43,
Australia,AUS,developed,AsiaPacific,1989,bonds,-7.6,
Australia,AUS,developed,AsiaPacific,1990,bonds,5.91,Gulf War / S&L crisis
Australia,AUS,developed,AsiaPacific,1991,bonds,2.79,Recession
Australia,AUS,developed,AsiaPacific,1992,bonds,-2.26,
Australia,AUS,developed,AsiaPacific,1993,bonds,-5.6,
Australia,AUS,developed,AsiaPacific,1994,bonds,-2.18,
Australia,AUS,developed,AsiaPacific,1995,bonds,2.95,
Australia,AUS,developed,AsiaPacific,1996,bonds,1.85,
Australia,AUS,developed,AsiaPacific,1997,bonds,-3.61,Asian Financial Crisis
Australia,AUS,developed,AsiaPacific,1998,bonds,5.77,LTCM / Russia default
Australia,AUS,developed,AsiaPacific,1999,bonds,0.32,
Australia,AUS,developed,AsiaPacific,2000,bonds,3.16,
Australia,AUS,developed,AsiaPacific,2001,bonds,5.79,Dot-com bust / 9-11
Australia,AUS,developed,AsiaPacific,2002,bonds,1.33,Corporate scandals
Australia,AUS,developed,AsiaPacific,2003,bonds,-0.4,
Australia,AUS,developed,AsiaPacific,2004,bonds,3.47,
Australia,AUS,developed,AsiaPacific,2005,bonds,3.07,
Australia,AUS,developed,AsiaPacific,2006,bonds,3.24,
Australia,AUS,developed,AsiaPacific,2007,bonds,6.9,
Australia,AUS,developed,AsiaPacific,2008,bonds,10.05,Global Financial Crisis
Australia,AUS,developed,AsiaPacific,2009,bonds,14.85,GFC trough
Australia,AUS,developed,AsiaPacific,2010,bonds,2.11,
Australia,AUS,developed,AsiaPacific,2011,bonds,3.85,Euro debt crisis
Australia,AUS,developed,AsiaPacific,2012,bonds,-2.87,
Australia,AUS,developed,AsiaPacific,2013,bonds,3.91,
Australia,AUS,developed,AsiaPacific,2014,bonds,4.13,
Australia,AUS,developed,AsiaPacific,2015,bonds,9.29,China slowdown
Australia,AUS,developed,AsiaPacific,2016,bonds,-1.5,
Australia,AUS,developed,AsiaPacific,2017,bonds,13.87,
Australia,AUS,developed,AsiaPacific,2018,bonds,-0.33,
Australia,AUS,developed,AsiaPacific,2019,bonds,0.02,
Australia,AUS,developed,AsiaPacific,2020,bonds,5.96,COVID-19
Australia,AUS,developed,AsiaPacific,2021,bonds,9.14,COVID recovery / stimulus
Australia,AUS,developed,AsiaPacific,2022,bonds,1.7,Inflation / rate hike cycle
Australia,AUS,developed,AsiaPacific,2023,bonds,5.12,Rates plateau
Australia,AUS,developed,AsiaPacific,2024,bonds,7.65,
South_Korea,KOR,developed,Asia,1985,bonds,-4.43,
South_Korea,KOR,developed,Asia,1986,bonds,1.68,
South_Korea,KOR,developed,Asia,1987,bonds,2.71,Black Monday
South_Korea,KOR,developed,Asia,1988,bonds,-0.84,
South_Korea,KOR,developed,Asia,1989,bonds,-2.03,
South_Korea,KOR,developed,Asia,1990,bonds,5.72,Gulf War / S&L crisis
South_Korea,KOR,developed,Asia,1991,bonds,6.92,Recession
South_Korea,KOR,developed,Asia,1992,bonds,-3.16,
South_Korea,KOR,developed,Asia,1993,bonds,6.07,
South_Korea,KOR,developed,Asia,1994,bonds,-6.87,
South_Korea,KOR,developed,Asia,1995,bonds,-4.18,
South_Korea,KOR,developed,Asia,1996,bonds,4.26,
South_Korea,KOR,developed,Asia,1997,bonds,0.12,Asian Financial Crisis
South_Korea,KOR,developed,Asia,1998,bonds,-10.26,LTCM / Russia default
South_Korea,KOR,developed,Asia,1999,bonds,2.22,
South_Korea,KOR,developed,Asia,2000,bonds,5.43,
South_Korea,KOR,developed,Asia,2001,bonds,-1.14,Dot-com bust / 9-11
South_Korea,KOR,developed,Asia,2002,bonds,-1.75,Corporate scandals
South_Korea,KOR,developed,Asia,2003,bonds,4.12,
South_Korea,KOR,developed,Asia,2004,bonds,-11.24,
South_Korea,KOR,developed,Asia,2005,bonds,-5.28,
South_Korea,KOR,developed,Asia,2006,bonds,-1.38,
South_Korea,KOR,developed,Asia,2007,bonds,-11.51,
South_Korea,KOR,developed,Asia,2008,bonds,-1.13,Global Financial Crisis
South_Korea,KOR,developed,Asia,2009,bonds,1.55,GFC trough
South_Korea,KOR,developed,Asia,2010,bonds,-2.15,
South_Korea,KOR,developed,Asia,2011,bonds,7.95,Euro debt crisis
South_Korea,KOR,developed,Asia,2012,bonds,4.42,
South_Korea,KOR,developed,Asia,2013,bonds,-0.34,
South_Korea,KOR,developed,Asia,2014,bonds,2.78,
South_Korea,KOR,developed,Asia,2015,bonds,3.17,China slowdown
South_Korea,KOR,developed,Asia,2016,bonds,-0.01,
South_Korea,KOR,developed,Asia,2017,bonds,0.71,
South_Korea,KOR,developed,Asia,2018,bonds,-2.78,
South_Korea,KOR,developed,Asia,2019,bonds,-0.72,
South_Korea,KOR,developed,Asia,2020,bonds,-0.14,COVID-19
South_Korea,KOR,developed,Asia,2021,bonds,-10.94,COVID recovery / stimulus
South_Korea,KOR,developed,Asia,2022,bonds,-3.2,Inflation / rate hike cycle
South_Korea,KOR,developed,Asia,2023,bonds,5.59,Rates plateau
South_Korea,KOR,developed,Asia,2024,bonds,4.11,
China,CHN,emerging,Asia,1985,bonds,2.07,
China,CHN,emerging,Asia,1986,bonds,-1.22,
China,CHN,emerging,Asia,1987,bonds,-5.93,Black Monday
China,CHN,emerging,Asia,1988,bonds,0.63,
China,CHN,emerging,Asia,1989,bonds,-12.18,
China,CHN,emerging,Asia,1990,bonds,-5.85,Gulf War / S&L crisis
China,CHN,emerging,Asia,1991,bonds,0.05,Recession
China,CHN,emerging,Asia,1992,bonds,-11.63,
China,CHN,emerging,Asia,1993,bonds,-2.75,
China,CHN,emerging,Asia,1994,bonds,-7.72,
China,CHN,emerging,Asia,1995,bonds,-0.17,
China,CHN,emerging,Asia,1996,bonds,-11.02,
China,CHN,emerging,Asia,1997,bonds,3.47,Asian Financial Crisis
China,CHN,emerging,Asia,1998,bonds,-1.9,LTCM / Russia default
China,CHN,emerging,Asia,1999,bonds,0.4,
China,CHN,emerging,Asia,2000,bonds,-11.68,
China,CHN,emerging,Asia,2001,bonds,-1.75,Dot-com bust / 9-11
China,CHN,emerging,Asia,2002,bonds,9.2,Corporate scandals
China,CHN,emerging,Asia,2003,bonds,0.36,
China,CHN,emerging,Asia,2004,bonds,9.14,
China,CHN,emerging,Asia,2005,bonds,-8.05,
China,CHN,emerging,Asia,2006,bonds,-12.66,
China,CHN,emerging,Asia,2007,bonds,0.18,
China,CHN,emerging,Asia,2008,bonds,-1.4,Global Financial Crisis
China,CHN,emerging,Asia,2009,bonds,5.32,GFC trough
China,CHN,emerging,Asia,2010,bonds,-5.47,
China,CHN,emerging,Asia,2011,bonds,-7.19,Euro debt crisis
China,CHN,emerging,Asia,2012,bonds,-9.85,
China,CHN,emerging,Asia,2013,bonds,-7.01,
China,CHN,emerging,Asia,2014,bonds,-8.25,
China,CHN,emerging,Asia,2015,bonds,-2.98,China slowdown
China,CHN,emerging,Asia,2016,bonds,-3.99,
China,CHN,emerging,Asia,2017,bonds,-2.99,
China,CHN,emerging,Asia,2018,bonds,0.45,
China,CHN,emerging,Asia,2019,bonds,-3.93,
China,CHN,emerging,Asia,2020,bonds,12.7,COVID-19
China,CHN,emerging,Asia,2021,bonds,-2.07,COVID recovery / stimulus
China,CHN,emerging,Asia,2022,bonds,2.88,Inflation / rate hike cycle
China,CHN,emerging,Asia,2023,bonds,-0.77,Rates plateau
China,CHN,emerging,Asia,2024,bonds,6.46,
India,IND,emerging,Asia,1985,bonds,-4.51,
India,IND,emerging,Asia,1986,bonds,-20.0,
India,IND,emerging,Asia,1987,bonds,-14.41,Black Monday
India,IND,emerging,Asia,1988,bonds,-7.1,
India,IND,emerging,Asia,1989,bonds,-12.71,
India,IND,emerging,Asia,1990,bonds,-11.07,Gulf War / S&L crisis
India,IND,emerging,Asia,1991,bonds,-14.69,Recession
India,IND,emerging,Asia,1992,bonds,-15.5,
India,IND,emerging,Asia,1993,bonds,-2.29,
India,IND,emerging,Asia,1994,bonds,-9.48,
India,IND,emerging,Asia,1995,bonds,-8.67,
India,IND,emerging,Asia,1996,bonds,-6.51,
India,IND,emerging,Asia,1997,bonds,-2.08,Asian Financial Crisis
India,IND,emerging,Asia,1998,bonds,-3.8,LTCM / Russia default
India,IND,emerging,Asia,1999,bonds,15.17,
India,IND,emerging,Asia,2000,bonds,-0.04,
India,IND,emerging,Asia,2001,bonds,-11.07,Dot-com bust / 9-11
India,IND,emerging,Asia,2002,bonds,12.4,Corporate scandals
India,IND,emerging,Asia,2003,bonds,-2.95,
India,IND,emerging,Asia,2004,bonds,-6.05,
India,IND,emerging,Asia,2005,bonds,-4.69,
India,IND,emerging,Asia,2006,bonds,-2.69,
India,IND,emerging,Asia,2007,bonds,-7.22,
India,IND,emerging,Asia,2008,bonds,1.55,Global Financial Crisis
India,IND,emerging,Asia,2009,bonds,-1.76,GFC trough
India,IND,emerging,Asia,2010,bonds,-3.96,
India,IND,emerging,Asia,2011,bonds,-1.88,Euro debt crisis
India,IND,emerging,Asia,2012,bonds,-1.85,
India,IND,emerging,Asia,2013,bonds,-4.25,
India,IND,emerging,Asia,2014,bonds,5.08,
India,IND,emerging,Asia,2015,bonds,10.66,China slowdown
India,IND,emerging,Asia,2016,bonds,-6.05,
India,IND,emerging,Asia,2017,bonds,-4.94,
India,IND,emerging,Asia,2018,bonds,7.46,
India,IND,emerging,Asia,2019,bonds,-8.31,
India,IND,emerging,Asia,2020,bonds,0.36,COVID-19
India,IND,emerging,Asia,2021,bonds,-0.25,COVID recovery / stimulus
India,IND,emerging,Asia,2022,bonds,1.22,Inflation / rate hike cycle
India,IND,emerging,Asia,2023,bonds,10.77,Rates plateau
India,IND,emerging,Asia,2024,bonds,-7.79,
Brazil,BRA,emerging,LatAm,1985,bonds,-11.68,
Brazil,BRA,emerging,LatAm,1986,bonds,-18.92,
Brazil,BRA,emerging,LatAm,1987,bonds,-0.46,Black Monday
Brazil,BRA,emerging,LatAm,1988,bonds,-9.91,
Brazil,BRA,emerging,LatAm,1989,bonds,-13.5,
Brazil,BRA,emerging,LatAm,1990,bonds,-16.63,Gulf War / S&L crisis
Brazil,BRA,emerging,LatAm,1991,bonds,-10.79,Recession
Brazil,BRA,emerging,LatAm,1992,bonds,-9.73,
Brazil,BRA,emerging,LatAm,1993,bonds,-10.04,
Brazil,BRA,emerging,LatAm,1994,bonds,-8.07,
Brazil,BRA,emerging,LatAm,1995,bonds,-8.76,
Brazil,BRA,emerging,LatAm,1996,bonds,-1.54,
Brazil,BRA,emerging,LatAm,1997,bonds,-0.25,Asian Financial Crisis
Brazil,BRA,emerging,LatAm,1998,bonds,1.86,LTCM / Russia default
Brazil,BRA,emerging,LatAm,1999,bonds,-9.06,
Brazil,BRA,emerging,LatAm,2000,bonds,-1.87,
Brazil,BRA,emerging,LatAm,2001,bonds,4.48,Dot-com bust / 9-11
Brazil,BRA,emerging,LatAm,2002,bonds,6.1,Corporate scandals
Brazil,BRA,emerging,LatAm,2003,bonds,-7.52,
Brazil,BRA,emerging,LatAm,2004,bonds,-1.52,
Brazil,BRA,emerging,LatAm,2005,bonds,1.33,
Brazil,BRA,emerging,LatAm,2006,bonds,-8.91,
Brazil,BRA,emerging,LatAm,2007,bonds,4.73,
Brazil,BRA,emerging,LatAm,2008,bonds,-9.32,Global Financial Crisis
Brazil,BRA,emerging,LatAm,2009,bonds,2.55,GFC trough
Brazil,BRA,emerging,LatAm,2010,bonds,-5.19,
Brazil,BRA,emerging,LatAm,2011,bonds,-0.87,Euro debt crisis
Brazil,BRA,emerging,LatAm,2012,bonds,-2.13,
Brazil,BRA,emerging,LatAm,2013,bonds,-0.13,
Brazil,BRA,emerging,LatAm,2014,bonds,-7.06,
Brazil,BRA,emerging,LatAm,2015,bonds,-2.18,China slowdown
Brazil,BRA,emerging,LatAm,2016,bonds,-2.85,
Brazil,BRA,emerging,LatAm,2017,bonds,-8.25,
Brazil,BRA,emerging,LatAm,2018,bonds,-5.26,
Brazil,BRA,emerging,LatAm,2019,bonds,-9.51,
Brazil,BRA,emerging,LatAm,2020,bonds,-1.43,COVID-19
Brazil,BRA,emerging,LatAm,2021,bonds,-9.94,COVID recovery / stimulus
Brazil,BRA,emerging,LatAm,2022,bonds,-10.74,Inflation / rate hike cycle
Brazil,BRA,emerging,LatAm,2023,bonds,-10.02,Rates plateau
Brazil,BRA,emerging,LatAm,2024,bonds,-11.48,
Mexico,MEX,emerging,LatAm,1985,bonds,-20.0,
Mexico,MEX,emerging,LatAm,1986,bonds,-16.72,
Mexico,MEX,emerging,LatAm,1987,bonds,-12.39,Black Monday
Mexico,MEX,emerging,LatAm,1988,bonds,-17.18,
Mexico,MEX,emerging,LatAm,1989,bonds,-9.01,
Mexico,MEX,emerging,LatAm,1990,bonds,-2.47,Gulf War / S&L crisis
Mexico,MEX,emerging,LatAm,1991,bonds,-19.28,Recession
Mexico,MEX,emerging,LatAm,1992,bonds,-8.44,
Mexico,MEX,emerging,LatAm,1993,bonds,-15.47,
Mexico,MEX,emerging,LatAm,1994,bonds,-11.12,
Mexico,MEX,emerging,LatAm,1995,bonds,-8.82,
Mexico,MEX,emerging,LatAm,1996,bonds,-2.62,
Mexico,MEX,emerging,LatAm,1997,bonds,5.85,Asian Financial Crisis
Mexico,MEX,emerging,LatAm,1998,bonds,0.06,LTCM / Russia default
Mexico,MEX,emerging,LatAm,1999,bonds,-8.32,
Mexico,MEX,emerging,LatAm,2000,bonds,-5.45,
Mexico,MEX,emerging,LatAm,2001,bonds,1.44,Dot-com bust / 9-11
